,GENERO,EDAD,NIV_EDUC,E_CIVIL,CIUDAD,M_MOROSO,MONTO,SEGURO,logVM_MayoAbril,logVM_AbrilMarzo,logVM_JunioMayo,logVM_JulioJunio,logVM_AgostoJulio,logVM_SeptiembreAgosto,Recency,Frecuencia,logDMax/Renta,logMTD/Renta,PREDICTED
10,1.0,0.7906976744186047,0.4000000000000001,0.0,0.04938271604938271,0.3333333333333333,0.17333333333333334,0.0,1.874207557927851e-05,0.5395736401571709,0.7359018805523341,2.7423940729575047e-05,0.006118960822512479,0.3149332627331016,1.0,0.5714285714285714,0.15464035977881324,0.024199578735586976,No Fuga
11,1.0,0.3023255813953488,0.6000000000000001,0.6666666666666667,0.012345679012345678,0.6666666666666666,0.2533333333333333,0.0,1.865777281415961e-06,0.6922962197588781,0.8699485566734001,7.44756716658975e-05,0.0003049060574138948,0.2742907370223857,1.0,0.5714285714285714,0.10670734230461304,0.06568558005736758,No Fuga
12,1.0,0.8837209302325582,0.6000000000000001,0.0,0.19753086419753085,0.0,0.10666666666666667,0.0,2.3851417251438545e-06,0.6761177173872929,0.04659028150588655,0.07738607097349462,0.06159346289975545,0.16194483687413005,1.0,0.2857142857142857,0.1353369197729236,0.012529203417368434,No Fuga
13,1.0,0.13953488372093026,1.0,0.3333333333333333,0.08641975308641975,0.3333333333333333,0.2533333333333333,0.0,3.9793786594543744e-07,0.03695100105447191,0.04659028150588655,0.7162108028678289,0.00013249594881692712,0.057685263668477024,0.7777777777777777,0.42857142857142855,0.08079254947636569,0.04272277631338496,No Fuga
14,1.0,0.11627906976744184,0.4000000000000001,0.0,0.04938271604938271,0.6666666666666666,0.14666666666666667,0.0,7.332377681806768e-06,0.002000332353773463,0.7716854991343597,0.000629979872609503,0.00014895220935050288,0.4038029141639011,1.0,0.7142857142857142,0.1178612437375222,0.08616011645683269,No Fuga
15,0.0,0.5813953488372092,0.4000000000000001,0.0,0.012345679012345678,0.3333333333333333,0.21333333333333335,0.0,4.4506390335039605e-07,0.7855024211563351,0.7932585737118415,7.752302917201225e-07,0.06159346289975545,0.4529371436683438,1.0,0.42857142857142855,0.3209995480883441,0.19443570621819128,No Fuga
16,0.0,0.6046511627906976,0.4000000000000001,0.0,0.012345679012345678,1.0,1.0,0.0,2.968836135569365e-07,0.8111062118799223,0.9324417420846266,0.0001805682893508913,3.87510813741941e-05,0.7647343069994612,1.0,0.5714285714285714,0.4051698107445236,0.2920882480080591,No Fuga
17,0.0,0.7674418604651163,1.0,0.0,0.012345679012345678,0.6666666666666666,1.0,0.0,1.0614948150845711e-07,0.8728356812223538,0.04659028150588655,0.6748920732166509,0.0001977759927527816,0.3970330288265367,1.0,0.42857142857142855,0.3369058586724608,0.14667720811569632,Fuga
18,0.0,0.7906976744186047,1.0,0.0,0.04938271604938271,0.3333333333333333,0.24000000000000005,0.0,2.942401513266303e-07,0.8116657892318202,0.04659028150588655,0.07738607097349462,0.06159346289975545,0.3255720292757204,1.0,0.2857142857142857,0.4208507801475198,0.2475283462059777,No Fuga
19,0.0,0.2790697674418605,0.6000000000000001,0.3333333333333333,0.012345679012345678,0.6666666666666666,0.6,0.0,1.8683161510311429e-06,0.6922067342910567,0.8591986726800714,0.0002283159608512749,0.23070997653569306,0.012038296676275791,1.0,0.7142857142857142,0.3047124022383145,0.1409502107652381,No Fuga
20,1.0,0.41860465116279066,0.6000000000000001,0.3333333333333333,0.012345679012345678,0.3333333333333333,0.13333333333333336,0.0,1.3041251901214388e-07,0.86100553930311,0.04659028150588655,0.4849623102738985,0.0011487508416453075,0.057685263668477024,0.7777777777777777,0.2857142857142857,0.34671321408581024,0.2945340828889224,No Fuga
21,1.0,0.34883720930232553,0.6000000000000001,1.0,0.012345679012345678,0.3333333333333333,0.64,0.0,2.3456671520658108e-07,0.05061018145148388,0.46219210891672996,0.16129610708083095,1.5239321452207706e-05,0.5512782256839635,1.0,0.7142857142857142,0.2825636473240667,0.13262964515515652,No Fuga
22,1.0,0.6976744186046511,0.4000000000000001,0.0,0.012345679012345678,0.0,0.1866666666666667,0.0,3.2456278589811023e-07,0.8055136538439709,0.7871978562403159,8.541537113751329e-07,0.06159346289975545,0.057685263668477024,0.6666666666666666,0.2857142857142857,0.22160877443862606,0.13228655019117885,No Fuga
23,0.0,0.34883720930232553,0.6000000000000001,0.0,0.3333333333333333,0.6666666666666666,0.4933333333333334,0.0,7.660849782507589e-08,0.8908317109766601,0.6620686557329224,0.0007103240497844277,0.0007184335776092215,0.7726369952028534,1.0,0.5714285714285714,0.28094887661949386,0.18250148657379286,No Fuga
24,1.0,0.2790697674418605,0.6000000000000001,0.0,0.012345679012345678,0.3333333333333333,0.6533333333333333,0.0,3.078476145983592e-06,0.6592748982904963,0.7082642178641504,5.862859762491782e-06,0.036024433744906666,0.3911903704541527,1.0,0.5714285714285714,0.13344522261231678,0.0067323839905407724,No Fuga
25,0.0,0.6046511627906976,1.0,0.3333333333333333,0.037037037037037035,0.3333333333333333,1.0,0.0,6.561211214640461e-09,0.979708654777973,0.04659028150588655,0.07738607097349462,0.06159346289975545,0.5909581788246069,1.0,0.2857142857142857,0.12373932271609492,0.10752209712731024,Fuga
26,1.0,0.6511627906976745,0.4000000000000001,0.0,0.8641975308641974,0.3333333333333333,1.0,0.0,6.443930468288354e-07,0.7617282274219992,0.5950081617332101,0.0021829147483856913,0.0006286429930898428,0.6458892588466179,1.0,0.5714285714285714,0.08681437823741706,0.004852553399503822,No Fuga
27,0.0,0.3953488372093024,1.0,0.0,0.012345679012345678,0.0,0.32,0.0,6.907327351165595e-08,0.8963246256438979,0.04659028150588655,0.07738607097349462,0.5054422475410819,0.0002815820764096984,0.8888888888888888,0.2857142857142857,0.0954180562821583,0.07329031057295414,No Fuga
28,1.0,0.6046511627906976,0.4000000000000001,0.0,0.012345679012345678,0.3333333333333333,0.17333333333333334,1.0,1.2549439685209535e-06,0.7183363313174898,0.8371585768666029,3.7409895890659474e-07,0.7424622127115194,1.8591389668836568e-05,0.8888888888888888,0.42857142857142855,0.3887567479819724,0.28476466129596417,No Fuga
29,0.0,0.7209302325581395,1.0,0.0,0.04938271604938271,0.3333333333333333,0.14666666666666667,0.0,1.3728101258920268e-05,0.5602363679063852,0.04659028150588655,0.5095847171668473,0.28388140462495665,3.643457213491057e-05,0.8888888888888888,0.42857142857142855,0.14185399047072642,0.003002759900118336,No Fuga
30,0.0,0.3023255813953488,1.0,0.0,0.012345679012345678,0.3333333333333333,0.8,1.0,1.98862291741218e-07,0.8358542275339641,0.923250693279458,0.0001523206735000934,5.736659181486704e-05,0.6092954105583214,1.0,0.5714285714285714,0.2099079481249328,0.1349220880500625,No Fuga
31,1.0,0.5581395348837211,1.0,0.3333333333333333,0.012345679012345678,0.3333333333333333,0.2533333333333333,0.0,1.7532911695043877e-07,0.8434738548989529,0.875553402403084,9.035466992986476e-06,0.0023571707806408428,0.4848602911363101,1.0,0.5714285714285714,0.1114038726306284,0.10015479701373466,No Fuga
32,0.0,0.18604651162790695,1.0,0.0,0.012345679012345678,0.6666666666666666,0.48,0.0,1.79919541060032e-07,0.8419173665323461,0.9164279790502896,1.544924744174535e-06,0.5871424110646191,0.0030410618864311627,1.0,0.7142857142857142,0.12091778683801355,0.09814801850331846,No Fuga
33,0.0,0.34883720930232553,1.0,0.0,0.32098765432098764,0.3333333333333333,0.12,1.0,6.400023227753205e-07,0.026327532763421226,0.04659028150588655,0.7534624254394736,9.116865516411907e-05,0.057685263668477024,0.7777777777777777,0.42857142857142855,0.2599394305250893,0.18564277229488296,No Fuga
34,0.0,0.4418604651162791,0.4000000000000001,0.0,0.1851851851851852,0.0,1.0,1.0,0.0436730855129161,0.04606298492095635,0.8511745411880057,2.921704550982235e-07,0.8057996652332028,0.004698763753382103,1.0,0.42857142857142855,0.1355659011083681,0.02397997775835225,Fuga
35,0.0,0.7441860465116279,0.6000000000000001,0.0,0.04938271604938271,0.6666666666666666,0.33333333333333337,1.0,1.4810241293502882e-06,0.0011991327085899028,0.990884886762662,0.0003314149722621893,0.07938376228796505,0.029728862965303225,1.0,0.8571428571428571,0.3359970773648737,0.41618524336586576,Fuga
36,0.0,0.7209302325581395,0.4000000000000001,0.0,0.04938271604938271,0.6666666666666666,0.7333333333333334,0.0,3.894127484525398e-07,0.006271083178755114,0.8524588342927284,0.0011031231494558326,0.03931630533884768,0.18629490726619732,1.0,0.8571428571428571,0.1435088143392315,0.12889835653828205,Fuga
37,0.0,0.7209302325581395,0.4000000000000001,0.0,0.04938271604938271,0.3333333333333333,0.5333333333333333,0.0,5.539298980346767e-07,0.7714806566909004,0.04659028150588655,0.30954446745559017,0.3323299599384559,0.00013398245652487207,0.8888888888888888,0.42857142857142855,0.4449783995383983,0.15265795047855402,Fuga
38,1.0,0.06976744186046513,0.6000000000000001,0.0,0.1728395061728395,0.3333333333333333,0.08,0.0,4.226487095449935e-07,0.061431353486182,0.5719210803333864,0.010544530196246928,0.00016774436260705416,0.24931492155466936,1.0,0.7142857142857142,0.13177446026329406,0.08984210770669124,No Fuga
39,1.0,0.2325581395348837,1.0,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.17333333333333334,1.0,2.509640257372493e-06,0.6727617079176066,0.8133104352526641,3.2209263784524195e-05,0.001679904613378298,0.37448981209641824,1.0,0.5714285714285714,0.24063228842710715,0.12046806239003005,No Fuga
40,0.0,0.6511627906976745,0.6000000000000001,0.0,0.012345679012345678,0.6666666666666666,0.7866666666666667,0.0,3.323141439197666e-08,0.9313733879392072,0.7677418162716677,0.0012255988186869854,0.2252868377238743,0.041713264588028896,1.0,0.7142857142857142,0.12394543588227487,0.08141544865514005,Fuga
41,0.0,0.2325581395348837,0.4000000000000001,0.6666666666666667,0.4074074074074074,0.3333333333333333,0.2533333333333333,1.0,3.902829099438243e-07,0.7938621749379818,0.8656158825684397,2.159977501474166e-05,0.0011487508416453075,0.3547549926099002,1.0,0.5714285714285714,0.11928708762923905,0.08355313767307249,No Fuga
42,1.0,0.32558139534883723,0.6000000000000001,1.0,0.5308641975308641,0.0,0.2533333333333333,1.0,1.0,0.04606298492095635,0.0,0.07738607097349462,0.06159346289975545,0.7227329241986982,1.0,0.2857142857142857,0.32867608307769264,0.4087639980122175,No Fuga
43,0.0,0.5813953488372092,1.0,0.0,0.012345679012345678,0.6666666666666666,0.06666666666666668,1.0,5.460803873777948e-07,0.018356678131380588,0.9432889206743303,0.00026851188530317146,1.6572298119032827e-05,0.8182626718956473,1.0,0.7142857142857142,0.0048639063095244775,0.08051765359104099,No Fuga
44,0.0,0.5348837209302326,0.4000000000000001,0.0,0.037037037037037035,0.6666666666666666,0.6133333333333334,0.0,4.0023634352241686e-06,0.6419253588519263,0.911907426717644,0.0002903083381646418,3.066186565292256e-05,0.7743664208839347,1.0,0.5714285714285714,0.0922337295829167,0.05048916896722642,No Fuga
45,1.0,0.8604651162790697,0.6000000000000001,0.0,0.012345679012345678,0.3333333333333333,0.8,1.0,1.6808955593956742e-07,0.8460051703800691,0.04659028150588655,0.5363428943885254,0.0007184335776092215,0.057685263668477024,0.7777777777777777,0.2857142857142857,0.14719987120348638,0.03325951354618265,No Fuga
46,1.0,0.627906976744186,1.0,0.3333333333333333,0.3580246913580247,0.3333333333333333,0.2533333333333333,1.0,2.216444984624011e-07,0.01870743929979013,0.04659028150588655,0.6425974132246934,0.02785377487954839,0.12175659014611125,1.0,0.7142857142857142,0.3484812883627447,0.34344431905002754,No Fuga
47,0.0,0.6511627906976745,0.4000000000000001,0.0,0.037037037037037035,0.6666666666666666,0.013333333333333336,1.0,1.3858841696537474e-06,0.7118315917698413,0.8742955000358501,0.00010860729643452795,0.00019146702910166963,0.5275202595180037,1.0,0.5714285714285714,0.27035407711805504,0.32886908747630145,No Fuga
48,1.0,0.8139534883720931,0.6000000000000001,0.3333333333333333,0.09876543209876544,0.0,1.0,1.0,3.2631316834308e-07,0.8051753256185021,0.04659028150588655,0.07738607097349462,0.9066130011471588,2.0801627557794098e-06,0.8888888888888888,0.2857142857142857,0.5676069334599128,0.2637578042444367,No Fuga
49,0.0,0.4418604651162791,0.4000000000000001,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.026666666666666672,0.0,3.297199479773164e-07,0.004297802113777222,0.7741196330443957,0.0005700249781077454,0.23575935614473156,1.1260753294034156e-05,0.8888888888888888,0.7142857142857142,0.4658939013297757,0.5478608277862959,No Fuga
50,0.0,0.4418604651162791,1.0,0.0,0.012345679012345678,0.3333333333333333,1.0,0.0,5.8070772211843083e-08,0.9052606089224248,0.8059976130837989,0.0002625946786873564,0.00022049732203626655,0.4795382414736529,1.0,0.5714285714285714,0.1830231677523167,0.08736856962081256,Fuga
51,0.0,0.5348837209302326,0.4000000000000001,0.0,0.6296296296296295,0.3333333333333333,0.56,0.0,1.5558751051209508e-06,0.7042379347771531,0.8275472676523492,3.709543066447315e-05,0.001179942091874975,0.5849856843082398,1.0,0.5714285714285714,0.12036910819123435,0.027536257672767704,No Fuga
52,1.0,0.6511627906976745,0.6000000000000001,0.3333333333333333,0.04938271604938271,0.3333333333333333,1.0,1.0,1.823038224282114e-08,0.9541977329331186,0.04659028150588655,0.7479629014776343,9.643613087417132e-05,0.057685263668477024,0.7777777777777777,0.2857142857142857,0.4677907062218998,0.3848343283977401,No Fuga
53,0.0,0.7209302325581395,1.0,0.0,0.04938271604938271,1.0,0.03333333333333334,0.0,6.16332504933378e-06,0.005871840520133703,0.7719017201798117,0.0014091903849585052,0.20338458805822307,0.0007039251179707769,1.0,0.8571428571428571,0.050157153875823576,0.05597190190040102,No Fuga
54,1.0,0.4418604651162791,1.0,0.6666666666666667,0.012345679012345678,0.6666666666666666,0.3866666666666667,0.0,2.3397408062413787e-07,0.8258977390310798,0.7589155790106241,0.0004937852626349931,0.00023692393354129493,0.27731738703927145,1.0,0.5714285714285714,0.09015586602759873,0.032876888052076274,No Fuga
55,1.0,0.7209302325581395,1.0,0.0,0.04938271604938271,1.0,0.2266666666666667,1.0,1.1478062181566913e-07,0.011387533684466778,0.8242113666244321,0.001874005309061796,1.1727473298383189e-05,0.6693154670135634,1.0,0.7142857142857142,0.2606355531496068,0.33979174550374003,No Fuga
56,0.0,0.6511627906976745,1.0,0.3333333333333333,0.012345679012345678,0.3333333333333333,1.0,0.0,1.282174755681867e-07,0.8619932471825738,0.04659028150588655,0.4906164090150306,0.4852508681658987,0.055747179165890746,1.0,0.5714285714285714,0.1761385202286827,0.04717621308655952,Fuga
57,0.0,0.5581395348837211,1.0,0.0,0.012345679012345678,0.3333333333333333,0.13333333333333336,0.0,9.730328800613648e-08,0.8777327245482518,0.04659028150588655,0.07738607097349462,0.06159346289975545,0.4326371615050745,1.0,0.2857142857142857,0.11001148808119092,0.10655189873329908,No Fuga
58,0.0,0.8372093023255813,1.0,0.3333333333333333,0.04938271604938271,0.0,0.2533333333333333,0.0,0.0436730855129161,0.04606298492095635,0.9232305967803484,5.977347424090951e-08,0.06159346289975545,0.5315387360870102,1.0,0.2857142857142857,0.4536827973954767,0.4326204551906488,No Fuga
59,0.0,0.7906976744186047,0.4000000000000001,0.0,0.04938271604938271,0.3333333333333333,0.2533333333333333,0.0,7.084604180614308e-06,0.6041109138640749,0.9591787031632986,1.1275173454832604e-05,0.2997670098537385,0.04385289430681364,1.0,0.7142857142857142,0.15113143640389085,0.19063154981805705,Fuga
60,0.0,0.34883720930232553,1.0,0.0,0.012345679012345678,0.0,0.7333333333333334,0.0,0.0436730855129161,0.04606298492095635,0.89370314052341,1.2649697231610785e-07,0.06159346289975545,0.5236066699911487,1.0,0.2857142857142857,0.25201369381008226,0.11857973357712345,No Fuga
61,1.0,0.16279069767441867,0.6000000000000001,0.0,0.012345679012345678,1.0,0.09333333333333334,0.0,8.480879904610345e-07,0.7439187871370954,0.04659028150588655,0.6568410494290945,0.000234831774087221,0.057685263668477024,0.7777777777777777,0.2857142857142857,0.10306997843046828,0.024906167130136003,No Fuga
62,1.0,0.6511627906976745,1.0,0.0,0.012345679012345678,0.6666666666666666,0.06666666666666668,0.0,0.3916005425110842,0.4447216015411794,0.03791977889808435,0.0003172197965965458,8.936593226911009e-05,0.6866461437797374,1.0,0.7142857142857142,0.1719221618441449,0.2172038963556012,No Fuga
63,1.0,0.5581395348837211,0.6000000000000001,0.3333333333333333,0.012345679012345678,0.0,0.21333333333333335,1.0,6.322587871428306e-06,0.6116520565989554,0.04659028150588655,0.07738607097349462,0.06159346289975545,0.057685263668477024,0.4444444444444444,0.14285714285714285,0.4370045662649597,0.047443983534481836,No Fuga
64,0.0,0.6046511627906976,1.0,0.3333333333333333,0.037037037037037035,0.6666666666666666,0.026666666666666672,0.0,0.0436730855129161,0.04606298492095635,0.04659028150588655,0.670025436892304,0.0002071826098370193,0.057685263668477024,0.7777777777777777,0.14285714285714285,0.05172784254418253,0.00013987136151921532,No Fuga
65,1.0,0.6744186046511629,0.6000000000000001,0.3333333333333333,0.037037037037037035,1.0,0.2,0.0,3.092929599946533e-07,0.8085405571298492,0.7290510403439702,4.341327416273947e-05,0.004323354971907685,0.29823270437536725,1.0,0.5714285714285714,0.07884900639154199,0.0355434888654754,No Fuga
66,1.0,0.4418604651162791,0.6000000000000001,0.3333333333333333,0.19753086419753085,0.3333333333333333,0.2533333333333333,1.0,3.260682073446662e-07,0.8052225701494076,0.04659028150588655,0.07738607097349462,0.06159346289975545,0.591437067051795,1.0,0.2857142857142857,0.5073623861370999,0.3156293899529197,No Fuga
67,0.0,0.4418604651162791,1.0,0.6666666666666667,0.012345679012345678,1.0,0.1866666666666667,0.0,2.4198152111381416e-08,0.23898761083611025,0.8794248131379222,0.00022300036626999076,7.925351564771453e-05,0.5180297905414789,1.0,0.7142857142857142,0.04612232944740845,0.12234105475760212,No Fuga
68,1.0,0.5348837209302326,0.4000000000000001,0.0,0.012345679012345678,0.3333333333333333,1.0,0.0,4.798693881850291e-05,0.00023130791722922724,0.7671191646022433,0.0008420517353860916,0.2962811271576437,7.974086129801532e-06,1.0,0.8571428571428571,0.06939861243884846,0.017240739948629208,No Fuga
69,0.0,0.2790697674418605,0.6000000000000001,0.0,0.012345679012345678,0.0,0.37333333333333335,1.0,4.642960151873608e-08,0.9162393945024686,0.04659028150588655,0.07738607097349462,0.6680918375009345,0.051287525242361014,1.0,0.42857142857142855,0.14092542124533747,0.1159507462952559,No Fuga
70,0.0,0.3953488372093024,1.0,0.0,0.9012345679012346,0.3333333333333333,0.17333333333333334,0.0,3.9778388147344187e-07,0.7926534479717923,0.6634895343472944,0.0008386846537635432,0.0005935993389671653,0.057685263668477024,0.7777777777777777,0.42857142857142855,0.2694077838077902,0.12780816847440066,No Fuga
71,1.0,0.7674418604651163,1.0,0.3333333333333333,0.012345679012345678,0.3333333333333333,0.2533333333333333,0.0,9.339449738346538e-05,0.432934429374455,0.6922647923796144,1.497056603863868e-05,0.019819791024240016,0.057685263668477024,0.7777777777777777,0.42857142857142855,0.2261176785793109,0.019380567607054814,No Fuga
72,1.0,0.627906976744186,1.0,0.0,0.037037037037037035,0.3333333333333333,0.24000000000000005,0.0,3.801782994947959e-05,0.4926143236025428,0.04659028150588655,0.257071105392087,0.009351297638544448,0.057685263668477024,0.7777777777777777,0.2857142857142857,0.2514076101839986,0.0015423894340826534,No Fuga
73,0.0,0.627906976744186,1.0,0.0,0.037037037037037035,0.3333333333333333,0.1866666666666667,0.0,5.976109189361121e-07,0.7665927700144615,0.04659028150588655,0.17968497323138846,0.019819791024240016,0.057685263668477024,0.7777777777777777,0.2857142857142857,0.2375226622371005,0.07145642598678495,Fuga
74,0.0,0.4651162790697675,1.0,0.0,0.012345679012345678,0.3333333333333333,0.2533333333333333,0.0,0.3226518458478234,0.6049150835841729,3.636591008152979e-08,0.6514249860390245,0.00024717337164430664,0.35931633700530946,1.0,0.5714285714285714,0.0958323119256624,0.1343476115018137,Fuga
75,0.0,0.6511627906976745,1.0,0.3333333333333333,0.037037037037037035,0.6666666666666666,0.08,1.0,0.00019718670187991936,4.758440819781704e-05,0.8706069229021943,0.0004768613163879572,3.611102107239821e-05,0.528397846240259,1.0,0.7142857142857142,0.05030259522884263,0.10964630435320326,No Fuga
76,0.0,0.7441860465116279,1.0,0.0,0.012345679012345678,0.3333333333333333,0.09333333333333334,0.0,3.2392283832673764e-08,0.1493027476519756,0.7864870777950077,0.0016044604646156498,0.3020967808768811,0.00029643063227925134,1.0,0.8571428571428571,0.0735394508476854,0.15013361637160133,No Fuga
77,1.0,0.5813953488372092,1.0,0.0,0.012345679012345678,0.3333333333333333,0.4933333333333334,0.0,2.173839242801345e-07,0.8304169143123391,0.04659028150588655,0.38338602923843984,0.4770641526767425,1.1989242495911792e-05,0.8888888888888888,0.42857142857142855,0.1660000475046836,0.04741283473273748,No Fuga
78,1.0,0.6046511627906976,1.0,0.0,0.13580246913580246,0.3333333333333333,0.2,1.0,2.566386272360589e-07,0.8201821318191609,0.04659028150588655,0.21725027783313333,0.013687741406089835,0.057685263668477024,0.7777777777777777,0.2857142857142857,0.08412887183546294,0.03561660817967011,No Fuga
79,0.0,0.4883720930232558,1.0,0.0,0.012345679012345678,0.3333333333333333,0.16000000000000006,0.0,2.719422897570293e-07,0.8165833479123302,0.8317502602426324,4.105707622082125e-07,0.06159346289975545,0.133942371389528,1.0,0.42857142857142855,0.1397368474230126,0.10789097940902301,No Fuga
80,0.0,0.6744186046511629,1.0,1.0,0.012345679012345678,0.3333333333333333,0.4266666666666667,0.0,2.42011751784084e-06,0.6751576578368113,0.04659028150588655,0.6988483393176788,0.10366460398257857,7.107495073289426e-05,0.8888888888888888,0.42857142857142855,0.19404715142679446,0.008682089149746261,Fuga
81,1.0,0.5581395348837211,0.6000000000000001,0.3333333333333333,0.32098765432098764,0.3333333333333333,0.053333333333333344,1.0,8.372619406736965e-08,0.8860295669411804,0.6611332065492384,0.008865503817248512,4.441975804594882e-05,0.5771861987036266,1.0,0.5714285714285714,0.9402598369480529,0.9912701053067624,No Fuga
82,1.0,0.4883720930232558,0.6000000000000001,0.6666666666666667,0.012345679012345678,0.3333333333333333,0.21333333333333335,1.0,3.6357758022569853e-07,0.7983533184454568,0.04659028150588655,0.3797252229426456,0.5870581199308436,0.002387102557938033,1.0,0.5714285714285714,0.3178118998186392,0.15977993542947524,No Fuga
83,1.0,0.41860465116279066,0.6000000000000001,0.3333333333333333,0.012345679012345678,0.3333333333333333,0.026666666666666672,0.0,0.0436730855129161,0.04606298492095635,0.04659028150588655,0.8901596010245914,0.10705968740593068,0.133802237209619,1.0,0.42857142857142855,0.018447714441899368,0.0075904146936308535,No Fuga
84,0.0,0.5116279069767442,0.4000000000000001,0.0,0.012345679012345678,1.0,1.0,1.0,1.8115030020908326e-07,0.023933166741988136,0.8836187577089606,1.563837321638577e-05,0.501764305224436,0.00715736607382452,1.0,0.8571428571428571,0.6394102992403436,0.5473405529953261,No Fuga
85,0.0,0.7209302325581395,0.4000000000000001,0.0,0.04938271604938271,0.3333333333333333,0.24000000000000005,0.0,1.4742751225970024e-06,0.7077750135480375,0.5732632890792863,0.002876749502881638,0.0006577028156855531,0.3272200772482192,1.0,0.5714285714285714,0.13931916673964645,0.01332901447263014,No Fuga
86,0.0,0.2093023255813954,0.4000000000000001,0.0,0.012345679012345678,0.3333333333333333,1.0,0.0,6.066814249994511e-08,0.9030401872644028,0.7935073763166474,0.0003801226880875981,0.00018118333988965802,0.4362365853106094,1.0,0.5714285714285714,0.08521799841909458,0.03652788180827779,No Fuga
87,0.0,0.7441860465116279,0.6000000000000001,0.3333333333333333,0.04938271604938271,0.3333333333333333,0.16000000000000006,0.0,1.2219175669256392e-07,0.8647826317413365,0.6708727483362474,0.0016869330348703432,0.00025665182602220153,0.5030867154080529,1.0,0.5714285714285714,0.2259888303626704,0.18077865022650666,No Fuga
88,0.0,0.4883720930232558,1.0,0.0,0.13580246913580246,0.6666666666666666,1.0,0.0,0.0436730855129161,0.04606298492095635,0.04659028150588655,0.8118463112384007,4.8697419306018216e-05,0.6886216185409884,1.0,0.2857142857142857,0.2141718555147311,0.0009917931890426454,Fuga
89,1.0,0.34883720930232553,0.4000000000000001,0.6666666666666667,0.012345679012345678,0.3333333333333333,0.6666666666666667,0.0,8.061462115073431e-07,0.7472160283241602,0.04659028150588655,0.3759402981359001,0.534296246173434,2.0886679175400825e-05,1.0,0.5714285714285714,0.08619551325463934,0.00586005763050419,No Fuga
